0009_mc,0009_nc,0011_mc,0011_nc,0020_mc,0020_nc,0027_mc,0027_nc,000c_mc,000c_nc,In Temp (deg C),Out Temp (deg C),Relative Humidity (%),Time (UT)
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24.3125,23.839,31.838,
